id,color,codigo_color,codigo_tela,descripcion_tela,ancho_tela
3320,ANDEAN HAZEL/ECRU/PINK,3320,,,
3321,ANDEAN YELLOW/ECRU/WOOD,3321,,,
3322,ANDEAN GREEN/ECRU,3322,,,
3323,ANDEAN ECRU/GREEN,3323,,,
3324,ANDEAN ECRU/BLACK,3324,,,
3325,ANDEAN BLACK/ECRU,3325,,,
3326,ANDEAN ECRU/WINE/BLUE,3326,,,
3327,ANDEAN COBALT/ECRU,3327,,,
3328,ANDEAN ECRU/OBALT,3328,,,
3329,SACRED SUN TOBACCO/RUBYCERISE/ECRU,3329,,,
3330,SACRED SUN PINK/HAZEL/WINE,3330,,,
3331,SACRED SUN LOTUS/COCOA/MINT,3331,,,
3332,SACRED SUN ECRU/GREEN,3332,,,
3333,SACRED SUN NAVY/ECRU,3333,,,
3334,CENEFA TOBACCO/RUBYCERISE/ECRU,3334,,,
3335,CENEFA HAZEL/WINE/PINK,3335,,,
3336,CENEFA COCOA/MUSTARD/MINT,3336,,,
3337,PAREO TOBACCO/RUBYCERISE/ECRU,3337,,,
3338,PAREO PINK/HAZEL/WINE,3338,,,
3339,PAREO YELLOW/COCOA/ECRU,3339,,,
3340,PAREO GREEN/ECRU,3340,,,
3341,PAREO BLUE/BLACK/ECRU,3341,,,
3342,PAREO BLACK/ECRU,3342,,,
3343,BANANA ECRU/GREEN/TOBACCO,3343,,,
3344,BANANA ECRU/OLIVE/TOBACCO,3344,,,
3345,BANANA EMERALD/COCOA,3345,,,
3346,BANANA SALMON/COCOA,3346,,,
3347,BANANA RED/COCOA,3347,,,
3348,BANANA YELLOW/COCOA,3348,,,
3349,LEAF ECRU/BLACK,3349,,,
3350,LEAF ECRU/NAVY,3350,,,
3351,TROPIC BLACK/ECRU,3351,,,
3352,TROPIC ECRU/BLACK,3352,,,
3353,TROPIC ECRU/BLUE,3353,,,
3354,TROPIC ECRU/CERULEAN/WINE,3354,,,
3355,TROPIC COBALT/ECRU,3355,,,
3356,TROPIC ECRU/WINE/CERULEAN,3356,,,
3357,TROPIC ECRU/RED/TOBACCO,3357,,,
3358,TROPIC ECRU – COCOA - YELLOW,3358,,,
3359,TROPIC YELLOW – ECRU - COCOA,3359,,,
3360,TROPIC ECRU - GREEN,3360,,,
3361,TROPIC GREEN – ECRU - PINK,3361,,,
3362,TROPIC ECRU – PINK - GREEN,3362,,,
3363,TROPIC PINK – ECRU - TOBACCO,3363,,,
3364,TROPIC ECRU – WINE - HAZEL,3364,,,
3365,TROPIC LOTUS – WINE - MUSTARD,3365,,,
3366,TROPIC,3366,,,
3367,ANCIENT BEIGE,3367,,,
3368,SILVERSMITH SHADE,3368,,,
3369,SOFT LILY,3369,,,
3370,GOLDSMITH SHADE,3370,,,
3371,BRIGHT MUSTARD,3371,,,
3372,YELLOW SUNRISE,3372,,,
3373,NOGAL NUT,3373,,,
3374,DUSTY ORANGE,3374,,,
3375,CELOSIA ORANGE,3375,,,
3376,INTENSE TANGELO,3376,,,
3377,TITIAN TERRACOTA,3377,,,
3378,SPICY TANGERINE,3378,,,
3379,RUBY CERISE,3379,,,
3380,VELVET RED,3380,,,
3381,HAZEL CLAY,3381,,,
3382,TOBACCO WOOD,3382,,,
3383,COCOA WINE,3383,,,
3384,AZUCENA BURGUNDY,3384,,,
3385,BLUSHED SCARLET,3385,,,
3386,ELECTRIC FUCSIA,3386,,,
3387,COATED PINK,3387,,,
3388,CANTUTA PINK,3388,,,
3389,SALMON ROSÉ,3389,,,
3390,OLD LOTUS,3390,,,
3391,ANTIQUE LILAC,3391,,,
3392,LAVENDER TULIP,3392,,,
3393,BLUE JACARANDA,3393,,,
3394,HAZY BLUE,3394,,,
3395,AZURE CERULEAN,3395,,,
3396,ANDEAN COBALT,3396,,,
3397,INTENSE LAPIS LAZULI,3397,,,
3398,RADIANT ARCADIA,3398,,,
3399,PALE LIMEMINT,3399,,,
3400,INCA PEA,3400,,,
3401,SAGE OLIVE,3401,,,
3402,CUZCO EMERALD,3402,,,
3403,SOUTHERN JUNIPER,3403,,,
3404,DEEP FOREST,3404,,,
3405,GREENERY MOSS,3405,,,
3406,FOLIAGE GREEN,3406,,,
3407,ANDEAN TROPIC ECRU/RED,3407,,,
3408,TROPIC ECRU/PINK/TOBACCO,3408,,,
3409,CROSS STITCH ECRU/BLACK,3409,,,
3410,CROSS STITCH RED/ECRU,3410,,,
3411,FIERCE VIOLET/SILVER,3411,,,
3412,SOUTHERN JUNIPER/ECRU,3412,,,
3413,ECRU/KEROS WOOD,3413,,,
3414,HAZEL CLAY/ANCIENT BEIGE,3414,,,
3415,ECRU/UNCU RED,3415,,,
3416,INTI GOLDEN/SAND/BLACK,3416,,,
3417,BLACK/ECRU/HAZY BLUE,3417,,,
3418,HAZEL CLAY/CAMEL,3418,,,
3419,CUZCO EMERALD/CAMEL,3419,,,
3420,RUBY CERISE/TOBACCO/ECRU,3420,,,
3421,PINK/HAZEL/WINE,3421,,,
3422,YELLOW/COCOA/ECRU,3422,,,
3423,PAREO RUBY CERISE/TOBACCO/ECRU,3423,,,
3424,HAZEL CLAY/INTI GOLDEN,3424,,,
3425,BLACK/SILVERSMITH SHADE,3425,,,
3426,TITIAN TERRACOTA/PINK,3426,,,
3427,BLACK/DARK CHOCOLATE,3427,,,
3428,UNCU RED/NATURAL,3428,,,
3429,DEEP FOREST/NATURAL,3429,,,
3430,HAZEL CLAY/NATURAL,3430,,,
3431,INTI GOLDEN/NATURAL,3431,,,
3432,INTENSE LAPISLAZULI,3432,,,
3433,AZUCENA BURGUNDY/LILA,3433,,,
3434,NATURAL/INTENSE LAPISLAZULI,3434,,,
3435,TITIAN TERRACOTA/NOGAL NUT,3435,,,
3436,INTENSE LAPISLAZULI/KEROS WOOD,3436,,,
3437,DEEP FOREST/KEROS WOOD,3437,,,
3438,BLACK/KEROS WOOD,3438,,,
3439,INTI GOLDEN/ SOUTHERN JUNIPER/ECRU,3439,,,
3440,AZUCENA BURGUNDY/COBALT/ORANGE,3440,,,
3441,UNCU RED/OLD LOTUS/BURGUNDY,3441,,,
3442,CUZCO EMERALD/TANGERINE/HAZEL CLAY,3442,,,
3443,ANDEAN COBALT/HAZEL CLAY/ECRU,3443,,,
3444,UNCU RED/CELOSIA ORANGE,3444,,,
3445,NUDE/COPPER/NATURAL,3445,,,
3446,SOUTHERN JUNIPER/NATURAL,3446,,,
3447,BLUE JACARANDA/LAPISLAZULI/ECRU,3447,,,
3448,UNCU RED/SPICY TANGERINE/ PINK,3448,,,
3449,CUZCO EMERALD/ANCIENT BEIGE/CANTUTA PINK,3449,,,
3450,LIMEMINT/CAMEL,3450,,,
3451,TOKAPU CERISE/CAMEL,3451,,,
3452,INCA JOLI YELLOW/CAMEL,3452,,,
3453,HAZEL CLAY/ECRU,3453,,,
3454,AZUCENA BURGUNDY/ECRU,3454,,,
3455,SILVER/NATURAL,3455,,,
3456,FUCSIA,3456,,,
3457,JAZMIN TEA,3457,,,
3458,AQUA GREEN,3458,,,
3459,CUZCO BLACK/ECRU,3459,,,
3460,HAZEL,3460,,,
3461,LEAF NAVY/ECRU,3461,,,
3462,ECRU/INTENSE LAPISLAZULI,3462,,,
3463,NATURAL/KEROS WOOD,3463,,,
3464,BLACK/NUDE/NATURAL,3464,,,
3465,HAZEL CLAY/NUDE/NATURAL,3465,,,
3466,SOUTHERN JUNIPER/NUDE/NATURAL,3466,,,
3467,TROPIC ECRU/RED,3467,,,
3468,TROPIC ECRU/PINK,3468,,,
3469,TROPIC MARSALA/TOBACCO,3469,,,
3470,TROPIC ECRU/JADE,3470,,,
3471,TROPIC PINK/ECRU,3471,,,
3472,HAZEL/RED,3472,,,
3473,TROPIC YELLOW/ECRU,3473,,,
3474,INTENSE TANGELO/BURGUNDY,3474,,,
3475,EMERALD/FUSCIA,3475,,,
3476,RED DAHLIA/FUCSIA,3476,,,
3477,TIYARIK/ECRU,3477,,,
3478,TIYARIK/FUSCIA,3478,,,
3479,QUECHUA DUSTY,3479,,,
3480,QUECHUA BRONZE,3480,,,
3481,QUECHUA ECRU/TERRACOTA,3481,,,
3482,ECRU/HAZEL CLAY,3482,,,
3483,BRIGHT CERISE,3483,,,
3484,TOBACCO COCOA,3484,,,
3485,VIBRANT MAGENTA,3485,,,
3486,COSMOS PINK,3486,,,
3487,VINTAGE GRAPE,3487,,,
3488,CORAL LOTUS,3488,,,
3489,BRICK ORANGE,3489,,,
3490,INTENSE OLIVE,3490,,,
3491,GRAYISH BLUE,3491,,,
3492,SHINNING BLUE,3492,,,
3493,AZURE BLUE,3493,,,
3494,TROPICAL JUNIPER/PINK/PEA,3494,,,
3495,TROPICAL BLACK/GREEN/ECRU,3495,,,
3496,TROPICAL NAVY/POTTERY BLUE/ECRU,3496,,,
3497,TROPICAL WINE/MAGENTA/RED,3497,,,
3498,TROPICAL ECRU/CLAY/PINK,3498,,,
3499,TROPICAL PEA/TERRACOTA/ECRU,3499,,,
3500,COSMOGONY ECRU/PINK/BLUE,3500,,,
3501,COSMOGONY SALMON/WINE/ECRU,3501,,,
3502,COSMOGONY RED/PINK/MUSTARD,3502,,,
3503,COSMOGONY RED/WINE/ECRU,3503,,,
3504,COSMOGONY MUSTARD/WINE/PINK,3504,,,
3505,COSMOGONY BLACK/ECRU,3505,,,
3506,COSMOGONY NAVY/POTTERY BLUE/ECRU,3506,,,
3507,COSMOGONY TOBACCO/RED/MINT,3507,,,
3508,COSMOGONY GREEN/RED/MAGENTA,3508,,,
3509,COSMOGONY GREEN/EMERALD/ECRU,3509,,,
3510,COSMOGONY GREEN/ECRU,3510,,,
3511,CENEFA BLACK/ECRU,3511,,,
3512,CENEFA NAVY/ECRU,3512,,,
3513,CENEFA ECRU/PINK/BLUE,3513,,,
3514,CENEFA PINK/WINE,3514,,,
3515,CENEFA RED/PINK/BROWN,3515,,,
3516,CENEFA RED/ECRU,3516,,,
3517,CENEFA WINE/MAGENTA/MINT,3517,,,
3518,CENEFA OLIVE/PINK/BLUE,3518,,,
3519,CENEFA GREEN/MINT,3519,,,
3520,CENEFA GREEN/ECRU,3520,,,
3521,CENEFA MUSTARD/SALMON/WINE,3521,,,
3522,BEDOUIN ECRU/BLACK,3522,,,
3523,BEDOUIN BLACK/ECRU,3523,,,
3524,BEDOUIN ECRU/RED/ORANGE,3524,,,
3525,BEDOUIN SAND/FUCSIA/TOBACCO,3525,,,
3526,BEDOUIN ECRU/FUCSIA/ORANGE,3526,,,
3527,BEDOUIN RED/SAND/PINK,3527,,,
3528,BEDOUIN RED/TOBACCO/PINK,3528,,,
3529,BEDOUIN COCOA/YELLOW/ORANGE,3529,,,
3530,BEDOUIN ECRU/MUSTARD/BEIGE,3530,,,
3531,BEDOUIN COBALT/ECRU/NAVY,3531,,,
3532,BEDOUIN ECRU/BLUE/WINE,3532,,,
3533,BEDOUIN GREEN/ECRU,3533,,,
3534,CUBA ECRU/BLACK,3534,,,
3535,CUBA BLACK/GREEN,3535,,,
3536,CUBA ECRU/BLACK,3536,,,
3537,CUBA ECRU/RED,3537,,,
3538,CUBA COCOA/MINT,3538,,,
3539,CUBA SAND/WINE,3539,,,
3540,CUBA ECRU/YELLOW,3540,,,
3541,CUBA WINE/RED,3541,,,
3542,CUBA TOBACCO/ORANGE,3542,,,
3543,CUBA FUCSIA /WINE,3543,,,
3544,CUBA PINK/WINE,3544,,,
3545,CUBA TOBACCO/BLUE/ECRU,3545,,,
3546,CUBA ORANGE/BLUE,3546,,,
3547,CUBA NAVY/ECRU,3547,,,
3548,CUBA BLUE/ECRU,3548,,,
3549,CUBA TOBACCO/BLUE,3549,,,
3550,CUBA ECRU/NAVY,3550,,,
3551,CUBA GREEN/ECRU,3551,,,
3552,CUBA EMERALD/GREEN,3552,,,
3553,CUBA COCOA /SALMON,3553,,,
3554,CUBA EMERALD/ECRU,3554,,,
3555,CENEFA BLACK/OLIVE/RED,3555,,,
3556,CENEFA COCOA/MINT,3556,,,
3557,CENEFA COCOA/ECRU/GREEN,3557,,,
3558,CENEFA ECRU/GREEN,3558,,,
3559,CENEFA SAND/GREEN,3559,,,
3560,CENEFA SAND/EMERALD,3560,,,
3561,CENEFA TOBACCO/BLUE,3561,,,
3562,CENEFA BLUE/WINE/ECRU,3562,,,
3563,CENEFA POTTERY BLUE/NAVY,3563,,,
3564,CENEFA ECRU/LAVANDER,3564,,,
3565,CENEFA ECRU/BLUE,3565,,,
3566,CENEFA ECRU/ORANGE,3566,,,
3567,CENEFA RED/WINE/MINT,3567,,,
3568,CENEFA SALMON/WINE,3568,,,
3569,CENEFA WINE/ECRU/FUCSIA,3569,,,
3570,CENEFA SAND/WINE/PINK,3570,,,
3571,CENEFA COCOA/MUSTARD,3571,,,
3572,CENEFA BLACK/ECRU,3572,,,
3573,QUECHUA RUBYCERISE/BEIGE,3573,,,
3574,GEOMETRIC TOBACCO/RED/PINK,3574,,,
3575,GEOMETRIC WINE/ECRU/BLUE,3575,,,
3576,GEOMETRIC COCOA/ECRU/PINK,3576,,,
3577,GEOMETRIC GREEN/FUCSIA/CLAY,3577,,,
3578,GEOMETRIC SAND/GREEN/FUCSIA,3578,,,
3579,GEOMETRIC RED/MUSTARD/SALMON,3579,,,
3580,GEOMETRIC BLUE/POTTERY BLUE/ECRU,3580,,,
3581,GEOMETRIC BLACK/ECRU/WINE,3581,,,
3582,STRIPES GREEN/FUCSIA/CLAY,3582,,,
3583,STRIPES RED/ORANGE/ECRU,3583,,,
3584,STRIPES BLACK/BLUE/ECRU,3584,,,
3585,BRAIDED BLACK/ECRU,3585,,,
3586,BRAIDED RED/BLACK/ECRU,3586,,,
3587,BRAIDED ORANGE/YELLOW/ECRU,3587,,,
3588,BRAIDED BLUE/ORANGE/ECRU,3588,,,
3589,BRAIDED GREEN/ECRU/FUCSIA,3589,,,
3590,HONEYCOMB GREEN/GOLD,3590,,,
3591,HONEYCOMB BLACK/GOLD,3591,,,
3592,FRINGES ECRU/BLUE/WINE,3592,,,
3593,FRINGES ECRU/FUCSIA/ORANGE,3593,,,
3594,STRIPES GREEN/FUSCIA/MUSTARD,3594,,,
3595,STRIPES RED/WINE/MAGENTA,3595,,,
3596,PARADIS WINE/MAGENTA/MUSTARD,3596,,,
3597,PARADIS BLUE/YELLOW,3597,,,
3598,EYES WINE,3598,,,
3599,EYES EMERALD,3599,,,
3600,EYES BLACK,3600,,,
3601,EYES SILVER,3601,,,
3602,STROKES RED/SALMON,3602,,,
3603,STROKES PINK/GREEN,3603,,,
3604,CROCHET ECRU/BLACK/SAND,3604,,,
3605,CROCHET TERRACOTA/WINE/SAND,3605,,,
3606,CROCHET EMERALD/ECRU,3606,,,
3607,CROCHET WINE/RED,3607,,,
3608,CROCHET SAND/WINE/FUCSIA,3608,,,
3609,INDIAN CHINIZ,3609,,,
3610,INDIAN CHITZ INCA/PEA,3610,,,
3611,CUBA EMERALD,3611,,,
3612,HAZEL CLAY/ECRU/TOBACCO,3612,,,
3613,ECRU/COCOA/BLACK,3613,,,
3614,NATURAL/CAMEL/ECRU,3614,,,
3615,NAVY/AZURE BLUE/ECRU/GOLD,3615,,,
3616,DEEP FOREST/CUZCO EMERALD/ ECRU/GOLD,3616,,,
3617,TANGERINE/ CERISE/ PINK/ECRU/GOLD,3617,,,
3618,JUNIPER/CUZCO EMERALD,3618,,,
3619,BRIGHT CERISE/BURGUNDY/GOLD,3619,,,
3620,CAPUCHINO,3620,,,
3621,HAZEL CLAY/BLACK/ECRU,3621,,,
3622,ECRU/BLACK/GOLD,3622,,,
3623,BLACK/BURNT MAROON,3623,,,
3624,YELLOW SUNRISE/ECRU,3624,,,
3625,CUZCO EMERALD/ECRU,3625,,,
3626,BRIGHT CERISE/SALMON ROSÉ,3626,,,
3627,NOGAL NUT/BRICK ORANGE/PINK,3627,,,
3628,ECRU/SAGE OLIVE,3628,,,
3629,SILVER/RED,3629,,,
3630,JUNIPER/ECRU/PINK/BLACK,3630,,,
3631,ANDEAN COBALT/ECRU/BURGUNDY,3631,,,
3632,COPPER/HAZEL CLAY,3632,,,
3633,BLACK/ HAZEL CLAY,3633,,,
3634,GOLDEN OCHRE/BLACK/ECRU/NATURAL/GOLD,3634,,,
3635,VELVET RED/BLACK/ECRU/NATURAL/GOLD,3635,,,
3636,SILVER/VELVET RED,3636,,,
3637,COPPER/ECRU,3637,,,
3638,BLACK/HAZEL CLAY/ECRU,3638,,,
3639,"RED/WINE/MAGENTA
",3639,,,
3640,"MINT/RED/BROWN
",3640,,,
3641,"COFFEE/GREEN
",3641,,,
3642,"WINE/ORANGE/BLUE
",3642,,,
3643,"PINK/ORANGE
",3643,,,
3644,DEEP FOREST/MAROON,3644,,,
3645,TOBACCO COCOA/RED,3645,,,
3646,BLACK/HAZEL CLAY/GREEN,3646,,,
3647,ECRU/COCOA/BLACK/GOLD,3647,,,
3648,JUNIPER/CUZCO EMERALD/GOLD,3648,,,
3649,GOLDEN OCHRE/ECRU/GOLD,3649,,,
3650,COCOA/BLACK/ECRU,3650,,,
3651,ANDEAN COBALT/ECRU/TOBACCO,3651,,,
3652,AZUCENA BURGUNDY/SHINNING BLUE/ORANGE,3652,,,
3653,NOGAL NUT/BURGUNDY/PINK,3653,,,
3654,BRIGHT MUSTARD/HAZEL CLAY/ECRU/NATURAL,3654,,,
3655,COSMOS PINK/BURGUNDY/ECRU/NATURAL,3655,,,
3656,INCA PEA/ECRU/NATURAL,3656,,,
3657,JUNIPER GREEN/BLACK/ECRU,3657,,,
3658,BLACK/HAZEL CLAY,3658,,,
3659,BRONZE/BLACK,3659,,,
3660,BURNT MAROON/ECRU/NATURAL,3660,,,
3661,BLACK/ECRU/PINK,3661,,,
3662,TERRACOTA/LAVENDER/BLACK,3662,,,
3663,ECRU/GREEN/TERRACOTA,3663,,,
3664,BRONZE/HAZEL CLAY,3664,,,
3665,WINTER GRAY,3665,,,
3666,CARMENERE,3666,,,
3667,GYPSY MAGENTA,3667,,,
3668,CHOCOLAT NOIR,3668,,,
3669,DEEP CAVIAR BLUE,3669,,,
3670,MOSAIC BLUE,3670,,,
3671,PALE ULTRAMARINE,3671,,,
3672,JADE GREENERY,3672,,,
3673,DEEP FOREST GREEN,3673,,,
3674,OPIUM RED,3674,,,
3675,BURNT SIENNA,3675,,,
3676,LEOPARD BROWN,3676,,,
3677,OLD DLJON MUSTARD,3677,,,
3678,CHABLIS SAND,3678,,,
3679,FRESH SALMON,3679,,,
3680,PINK BLUSH,3680,,,
3681,BUBBLEGUM,3681,,,
3682,BOHEMIAN ROSE,3682,,,
3683,GARDEN ROSE,3683,,,
3684,SPICED CORAL,3684,,,
3685,RUSSET ORANGE,3685,,,
3686,BRIGHT YELLOW,3686,,,
3687,PALE MARIGOLD,3687,,,
3688,SCENTS ECRU/ROSE,3688,,,
3689,SCENTS TEAL/ECRU,3689,,,
3690,SCENTS BLUE/ORANGE,3690,,,
3691,SCENTS JADE/RUST,3691,,,
3692,SCENTS WINE/CORAL,3692,,,
3693,EUCALYPTUS BLACK/ECRU,3693,,,
3694,EUCALYPTUS CHOCOLATE/AQUA,3694,,,
3695,EUCALYPTUS WINE/GREEN/PINK,3695,,,
3696,EUCALYPTUS FOREST/CAMEL,3696,,,
3697,JEWELS BURGUNDY/ECRU,3697,,,
3698,JEWELS TERRACOTA/ORANGE,3698,,,
3699,JEWELS ORANGE/ECRU,3699,,,
3700,JEWELS GREEN/JADE,3700,,,
3701,JEWELS MAGENTA/ECRU,3701,,,
3702,PALM ROSE/ECRU,3702,,,
3703,PALM WINE/PINK,3703,,,
3704,PALM BLUE/GREEN/PINK,3704,,,
3705,PALM GREEN/YELLOW,3705,,,
3706,PALM BROWN/YELLOW,3706,,,
3707,PALM TERRACOTA/JADE,3707,,,
3708,PALM NAVY/ORANGE,3708,,,
3709,PALM CORAL/ECRU,3709,,,
3710,LEOPARD CAMEL/BLACK/BROWN,3710,,,
3711,GYPSIAN ORANGE/SILVER,3711,,,
3712,GYPSIAN BLACK/SILVER,3712,,,
3713,GYPSIAN WINE/COPPER,3713,,,
3714,GYPSIAN TEAL/COPPER,3714,,,
3715,GARDENS BLACK,3715,,,
3716,ECLECTIC TERRACOTA/AQUA,3716,,,
3717,ECLECTIC BLACK/ECRU,3717,,,
3718,ROMBUS GOLD/GREEN,3718,,,
3719,ROMBUS GOLD/BLACK,3719,,,
3720,RUFFLED WINE,3720,,,
3721,RUFFLED EMERALD,3721,,,
3722,RUFFLED BLACK,3722,,,
3723,RUFFLED SILVER,3723,,,
3724,RUFFLED RED/SALMON,3724,,,
3725,RUFFLED PINK/GREEN,3725,,,
3726,STRIPES FUCSIA/CLAY,3726,,,
3727,STRIPES ORANGE/ECRU,3727,,,
3728,JADE/ORANGE,3728,,,
3729,BROWN/AQUA,3729,,,
3730,EMERALD GEOMETRIC,3730,,,
3731,CAMEL GEOMETRIC,3731,,,
3732,CHOCOLATE GEOMETRIC,3732,,,
3733,FOREST GREEN/BLACK,3733,,,
3734,CAMEL/BLUE,3734,,,
3735,EUCALYPTUS,3735,,,
3736,DEEP CAVIAR BLUE/RUST,3736,,,
3737,BURGUNDY PATENT/BLACK PONY,3737,,,
3738,LEOPARD/GOLD,3738,,,
3739,CAMEL/COPPER,3739,,,
3740,BURGUNDY/NUDE,3740,,,
3741,COÑAC/BLACK,3741,,,
3742,BLACK CROCO,3742,,,
3743,COPPER GAV,3743,,,
3744,GOLD GAV,3744,,,
3745,GOLD/SAND,3745,,,
3746,COPPER/CAMEL,3746,,,
3747,BLACK PATENT/BLACK PONY,3747,,,
3748,BLACK PATENT,3748,,,
3749,OLIVE GREEN PATENT,3749,,,
3750,TOBACCO PATENT,3750,,,
3751,BURGUNDY PATENT,3751,,,
3752,GOLD/BLACK/ECRU,3752,,,
3753,SILVER/GOLD/BLACK/ECRU,3753,,,
3754,BLACK/GOLD/ECRU,3754,,,
3755,BLACK/BLACK PONY,3755,,,
3756,CHOCOLAT NOIR/BROWN PONY,3756,,,
3757,CHOCOLAT NOIR/BLACK,3757,,,
3758,HUNTER GREEN/BLACK PONY,3758,,,
3759,OLD DIJON MUSTARD/TOBACCO,3759,,,
3760,CAMEL/CHOCOLAT NOIR,3760,,,
3761,TOBACCO/DARK BURGUNDY,3761,,,
3762,SOFT PEACH/BROWN,3762,,,
3763,NUDE/FLORAL,3763,,,
3764,NUDE/GREEN,3764,,,
3765,ORANGE/YELLOW,3765,,,
3766,ECRU/YELLOW,3766,,,
3767,BLACK/BRIGHT YELLOW/EMERALD,3767,,,
3768,DARK BURGUNDY/BLACK PONY,3768,,,
3769,BRONZE/CHOCOLAT NOIR,3769,,,
3770,BLACK/BLACK COWHIDE,3770,,,
3771,DEEP FOREST GREEN/GOLD,3771,,,
3772,DARK BURGUNDY/COPPER,3772,,,
3773,CHOCOLAT NOIR/BROWN COWHIDE,3773,,,
3774,CHOCOLAT NOIR/BLACK COWHIDE,3774,,,
3775,HUNTER GREEN/BLACK COWHIDE,3775,,,
3776,WINTER SILVER/BLACK,3776,,,
3777,GOLD/CAMEL,3777,,,
3778,BRONZE/CHOCOLAT NOIR COWHIDE,3778,,,
3779,BLACK/TOBACCO/RUST,3779,,,
3780,SHINY GOLD,3780,,,
3781,ORANGE/RED,3781,,,
3782,GEOMETRIA ECRU/GREEN/FUCSIA/YELLOW,3782,,,
3783,MILITARY GEOMETRIC,3783,,,
3784,AFRICAN WAVES PAREO ECRU/COBALT,3784,,,
3785,AFRICAN WAVES PAREO RED/COBALT,3785,,,
3786,TRIBAL JACQUARD ECRU,3786,,,
3787,ELONGO BLACK/ECRU,3787,,,
3788,KILIMANJARO PAREO PURPURA/RED,3788,,,
3789,CARNIVAL CHOCOLATE/ECRU/PINK,3789,,,
3790,FANS BLACK/ECRU,3790,,,
3791,FANS ECRU/BLUE,3791,,,
3792,FANS BLACK/ECRU/RED,3792,,,
3793,SERENGETI BLACK/ECRU/RED,3793,,,
3794,SERENGETI PURPLE/RED,3794,,,
3795,BLACK/ECRU/UNITY CARMINE,3795,,,
3796,MIDNIGHT SKY/ECRU/UNITY CARMINE,3796,,,
3797,CADMIUM GREEN/GLIMMERING VIOLET/ECRU,3797,,,
3798,CAMELLIA PINK/SHUKA VIOLET/UNITY CARMINE,3798,,,
3799,REDDISH MARSALA/MAASAI JADE/ECRU,3799,,,
3800,FADED TOBACCO/ECRU/WARM TANGERINE,3800,,,
3801,GRAPE WINE,3801,,,
3802,BROWN SIENNA/ECRU/BLACK,3802,,,
3803,ECRU/SUN YELLOW/ WOOD CHOCOLATE,3803,,,
3804,ECRU/BLACK/CINNAMON,3804,,,
3805,FOREST/MAROON,3805,,,
3806,TOBACCO COCOA/BRAVE RUBY,3806,,,
3807,ECRU/BROWN SIENNA,3807,,,
3808,OLIVE GREEN/BLACK/ECRU/CINNAMON,3808,,,
3809,BROWN SIENNA/BLACK/ECRU,3809,,,
3810,CAMELLIA PINK/BLACK/ECRU/CINNAMON,3810,,,
3811,AZURE BLUE/BLACK/ECRU,3811,,,
3812,CADMIUM GREEN,3812,,,
3813,BROWN SIENNA,3813,,,
3814,CADMIUM GREEN/BLACK/ECRU/CINNAMON,3814,,,
3815,LIGHT SAPPHIRE/BLACK/ECRU/CINNAMON,3815,,,
3816,BLACK/ECRU/CINNAMON,3816,,,
3817,SHUKA VIOLET/ECRU/SAFFRON ORANGE,3817,,,
3818,CINNAMON/ECRU/PEACH/BLACK,3818,,,
3819,PALE NUDE,3819,,,
3820,WOOD CHOCOLATE,3820,,,
3821,MAASAI JADE,3821,,,
3822,ECRU/SILVER,3822,,,
3823,UNITY CARMINE/ BLACK/ECRU,3823,,,
3824,GRAPE WINE/BRAVE RUBY/BLACK/ECRU,3824,,,
3825,MAASAI JADE/ FADED TOBACCO/BLACK/ECRU,3825,,,
3826,BLACK/ECRU/SILVER,3826,,,
3827,BRAVE RUBY/ ECRU/GRAPE WINE/LIGHT SAPPIRE,3827,,,
3828,PAREO COFFE/ECRU,3828,,,
3829,REDDISH MARSALA/ECRU/BRAVE RUBY,3829,,,
3830,PAREO ECRU/NAVY,3830,,,
3831,PAREO VIOLET/COFFE,3831,,,
3832,PAREO ECRU/CHOCOLAT/RED,3832,,,
3833,PAREO GREEN/RED,3833,,,
3834,PAREO BLUE/RED,3834,,,
3835,PAREO ECRU/BLUE,3835,,,
3836,LIGHT SUNRISE/FADED TOBACCO,3836,,,
3837,PAREO COFFE/PINK,3837,,,
3838,FRINGES ECRU/BLUE/WINE,3838,,,
3839,ELONGO BLUE/ECRU,3839,,,
3840,SERENGETI BROWN/PINK,3840,,,
3841,CARNIVAL NAVY/MULTICOLOR,3841,,,
3842,CARNIVAL NAVY/SAPPHIRE/MARSALA,3842,,,
3843,CENEFA MARSALA/WINE,3843,,,
3844,SWAHILI BROWN/YELLOW,3844,,,
3845,SWAHILI CARMINE/RED,3845,,,
3846,SWAHILI PINK/BROWN,3846,,,
3847,CARNIVAL BROWN/ORANGE/BLUE,3847,,,
3848,CARNIVAL RED/WINE,3848,,,
3849,KILIMANJARO PAREO BLACK/ECRU,3849,,,
3850,KILIMANJARO PAREO ECRU/BLACK,3850,,,
3851,TROPICAL EMBROIDERY ECRU/BLUE,3851,,,
3852,TROPICAL EMBROIDERY ECRU/PINK,3852,,,
3853,DARK JUNGLE,3853,,,
3854,KILIMANJARO PAREO BROWN/ECRU,3854,,,
3855,ECRU/AQUA,3855,,,
3856,FADED TOBACCO/ECRU,3856,,,
3857,FADED TOBACCO/BLACK/ECRU,3857,,,
3858,COURAGE PURPURA/BRAVE RUBY/ECRU,3858,,,
3859,MAASAI JADE/FADED TOBACCO/ECRU,3859,,,
3860,WARM TANGERINE/ECRU,3860,,,
3861,WARM TANGERINE,3861,,,
3862,BLACK/PADED NUDE,3862,,,
